Zeit: 20.30°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2092 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2094 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2096 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2098 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2100 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2102 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2104 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2106 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2108 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2110 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2112 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2114 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2116 s; Temperatur: 21.90°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2118 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2120 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2122 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2124 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2126 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2128 s; Temperatur: 21.80°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2130 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2133 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2135 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2137 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2139 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2141 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2143 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2145 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2147 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2149 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2151 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2153 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2155 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2157 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2159 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2161 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2163 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2165 s; Temperatur: 21.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2167 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2169 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2171 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2173 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2175 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2177 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2179 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2181 s; Temperatur: 21.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2183 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2185 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2187 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2189 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2191 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2193 s; Temperatur: 21.50°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2195 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2197 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2199 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2201 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2203 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2205 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2207 s; Temperatur: 21.40°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2209 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2212 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2214 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2216 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2218 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2220 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2222 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2224 s; Temperatur: 21.30°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2226 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2228 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2230 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2232 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2234 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2236 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2238 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2240 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2242 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2244 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2246 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2248 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2250 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2252 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2254 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2256 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2258 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2260 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2262 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2264 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2266 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2268 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2270 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2272 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2274 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2276 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2278 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2280 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2282 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2284 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2286 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2289 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2291 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2293 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 45.00%
Zeit:  2295 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2297 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2299 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2301 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2303 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2305 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2307 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2309 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2311 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2313 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2315 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2317 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2319 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2321 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2323 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2325 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2327 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2329 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2331 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 46.00%
Zeit:  2333 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2335 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2337 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2339 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2341 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2343 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2345 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2347 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2349 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2351 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2353 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2355 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2357 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2359 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2361 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2363 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2365 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2368 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2370 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2372 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2374 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2376 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2378 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2380 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2382 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2384 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2386 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2388 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2390 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2392 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2394 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2396 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2398 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2400 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2402 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2404 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2406 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2408 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2410 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2412 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2414 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2416 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2418 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2420 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2422 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2424 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2426 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2428 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2430 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2432 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2434 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2436 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2438 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2440 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2442 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2444 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 47.00%
Zeit:  2447 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2449 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2451 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2453 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2455 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2457 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2459 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2461 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2463 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2465 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2467 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2469 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2471 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2473 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2475 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2477 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2479 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2481 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2483 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2485 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2487 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2489 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2491 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2493 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2495 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 48.00%
Zeit:  2497 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2499 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2501 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 49.00%
Zeit:  2503 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 50.00%
Zeit:  2505 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 51.00%
Zeit:  2507 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2509 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2511 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2513 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 52.00%
Zeit:  2515 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 53.00%
Zeit:  2517 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 53.00%
Zeit:  2519 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 53.00%
Zeit:  2521 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 53.00%
Zeit:  2523 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 53.00%
Zeit:  2526 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 53.00%
Zeit:  2528 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2530 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2532 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2534 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2536 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2538 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2540 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2542 s; Temperatur: 20.50°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2544 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  2546 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2548 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2550 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2552 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2554 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2556 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2558 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2560 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2562 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2564 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2566 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2568 s; Temperatur: 20.60°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2570 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2572 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2574 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2576 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2578 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2580 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2582 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2584 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2586 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2588 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2590 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2592 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2594 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2596 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2598 s; Temperatur: 20.70°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2600 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2603 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2605 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2607 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 55.00%
Zeit:  2609 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2611 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2613 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2615 s; Temperatur: 20.80°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2617 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 56.00%
Zeit:  2619 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2621 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2623 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2625 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2627 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2629 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2631 s; Temperatur: 20.90°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  2633 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2635 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2637 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2639 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2641 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2643 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2645 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2647 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2649 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2651 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2653 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2655 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2657 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2659 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2661 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2663 s; Temperatur: 21.00°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2665 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2667 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2669 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2671 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2673 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2675 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2677 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2679 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2682 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2684 s; Temperatur: 21.10°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2686 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2688 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2690 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2692 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2694 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  2696 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2698 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2700 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2702 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  2704 s; Temperatur: 21.20°C; rel. Luftfeuchtigkeit: 58.00%
